,Word,where,Count_ita,Count_other,Total_count
8652,letteratura,1,5,0,5
12334,comercial,0,0,5,5
5821,campagna,1,5,0,5
40965,services,0,0,5,5
45989,सर्च,0,0,5,5
5816,immediatamente,1,5,0,5
51851,zag,0,0,5,5
51486,ಮೆಲ್ಲಿ,0,0,5,5
48571,ಮಾಡಿದ್ದೇನೆ,0,0,5,5
46332,useful,0,0,5,5
39029,cuál,0,0,5,5
22004,remains,0,0,5,5
36627,least,0,0,5,5
19028,உதாரணமாக,0,0,5,5
6388,entrambi,1,5,0,5
40562,thought,0,0,5,5
1669,limitate,1,5,0,5
38665,quien,0,0,5,5
22627,inloggade,0,0,5,5
52228,forskellige,0,0,5,5
10213,കാര്യങ്ങളും,0,0,5,5
44820,forvirret,0,0,5,5
30994,σήμερα,0,0,5,5
18541,egna,0,0,5,5
47199,अकादमिक,0,0,5,5
18500,दे,0,0,5,5
10197,வெவ்வேறு,0,0,5,5
258,diventando,1,5,0,5
24908,prêmio,0,0,5,5
6391,ciffolilli,2,2,3,5
32595,controle,0,0,5,5
22633,डेटाबेस,0,0,5,5
31190,verder,0,0,5,5
10220,fake,0,0,5,5
28215,birinin,0,0,5,5
10179,concerns,0,0,5,5
32867,inc,0,0,5,5
39078,entendi,0,0,5,5
9619,affatto,1,5,0,5
18491,analysera,0,0,5,5
26369,delar,0,0,5,5
47206,göbl,0,0,5,5
1197,juan,2,2,3,5
27040,genre,0,0,5,5
18547,feitas,0,0,5,5
9638,patrimonio,1,5,0,5
9630,disegno,1,5,0,5
1787,trimestre,2,2,3,5
8292,φύσις,2,2,2,4
31838,previous,0,0,4,4
33998,poor,0,0,4,4
49276,чего,0,0,4,4
8304,africa,2,3,1,4
13756,июня,0,0,4,4
21257,chacun,0,0,4,4
33982,bis,0,0,4,4
49202,الثانية,0,0,4,4
30361,സമയം,0,0,4,4
20889,took,0,0,4,4
2208,russa,2,3,1,4
20926,direito,0,0,4,4
30155,खा,0,0,4,4
49401,карета,0,0,4,4
2046,larousse,2,2,2,4
46405,reviews,0,0,4,4
26357,हुई,0,0,4,4
13482,tomorrow,0,0,4,4
20912,särskilt,0,0,4,4
8826,sorprendente,2,2,2,4
46215,riquezas,0,0,4,4
3843,catalano,1,4,0,4
46415,seven,0,0,4,4
20868,dur,0,0,4,4
41463,خبراء,0,0,4,4
2214,click,2,2,2,4
26609,kwaliteit,0,0,4,4
21373,sense,0,0,4,4
41361,dort,0,0,4,4
2211,rubini,1,4,0,4
38022,écologie,0,0,4,4
2109,nascosti,1,4,0,4
26607,outputs,0,0,4,4
8306,tribunale,1,4,0,4
46379,beginnen,0,0,4,4
26351,catégories,0,0,4,4
41433,डाल,0,0,4,4
13363,barn,0,0,4,4
13507,answer,0,0,4,4
33953,dollar,0,0,4,4
31791,नशीली,0,0,4,4
13369,чегото,0,0,4,4
8528,raccomandazione,1,4,0,4
8765,ambientali,1,4,0,4
26531,σελίδα,0,0,4,4
13593,vanligt,0,0,4,4
46323,أقل,0,0,4,4
21025,ninguna,0,0,4,4
52368,ange,0,0,4,4
21027,plads,0,0,4,4
2078,anonimato,2,3,1,4
13662,græde,0,0,4,4
8763,suffisso,1,4,0,4
8728,pezzo,1,4,0,4
34627,ആംഗിൾ,0,0,4,4
38236,interactive,0,0,4,4
2142,vendita,1,4,0,4
31867,ஆண்டின்,0,0,4,4
13582,natuurlijk,0,0,4,4
46274,aldrig,0,0,4,4
41411,entendu,0,0,4,4
21310,skapa,0,0,4,4
49310,أصدقائي,0,0,4,4
13581,друзья,0,0,4,4
26467,dónde,0,0,4,4
8435,varma,2,2,2,4
38099,concerned,0,0,4,4
21125,az,0,0,4,4
38061,clara,0,0,4,4
21315,ದಿನ,0,0,4,4
41593,института,0,0,4,4
2065,doveva,1,4,0,4
26539,statistik,0,0,4,4
839,comparsa,1,4,0,4
13602,novas,0,0,4,4
8454,giusto,1,4,0,4
2179,retrieval,2,1,3,4
34680,básicas,0,0,4,4
850,sequenze,1,4,0,4
2153,enmwikipediaorg,2,1,3,4
13610,comments,0,0,4,4
51843,ansiklopedisi,0,0,4,4
13417,viele,0,0,4,4
21305,அவை,0,0,4,4
21062,μπορούσα,0,0,4,4
51846,dagliga,0,0,4,4
32883,kwamen,0,0,4,4
21304,baan,0,0,4,4
21081,sucede,0,0,4,4
41554,skönhet,0,0,4,4
8495,genetico,1,4,0,4
41556,latter,0,0,4,4
41567,legais,0,0,4,4
8482,andato,1,4,0,4
38226,लिखे,0,0,4,4
2077,personalmente,2,3,1,4
13639,सहकर्मी,0,0,4,4
21055,வேல்ஸ்,0,0,4,4
32889,verkauft,0,0,4,4
13643,ambos,0,0,4,4
13644,lektioner,0,0,4,4
8472,formare,1,4,0,4
8469,ripetutamente,1,4,0,4
2068,impossibile,1,4,0,4
38232,länkar,0,0,4,4
8465,simile,1,4,0,4
49322,wikipediaartikel,0,0,4,4
41585,yanlış,0,0,4,4
32869,sucesso,0,0,4,4
26540,لدى,0,0,4,4
26250,início,0,0,4,4
46223,—como,0,0,4,4
49376,citou,0,0,4,4
8363,scrivono,1,4,0,4
8698,prendendo,1,4,0,4
8368,incarichi,1,4,0,4
46366,código,0,0,4,4
2116,aiutarmi,1,4,0,4
38182,wrong,0,0,4,4
8373,presentate,1,4,0,4
13544,dessas,0,0,4,4
49375,लगा,0,0,4,4
20946,apportées,0,0,4,4
21168,främst,0,0,4,4
31856,வேடிக்கையான,0,0,4,4
51892,exatamente,0,0,4,4
33957,പദ്ധതികൾ,0,0,4,4
41481,expérience,0,0,4,4
38179,verstaan,0,0,4,4
8360,minimo,1,4,0,4
38129,боюсь,0,0,4,4
26587,mudança,0,0,4,4
8802,premendo,1,4,0,4
26417,कितना,0,0,4,4
8354,inaffidabile,1,4,0,4
26334,правила,0,0,4,4
51823,функционирование,0,0,4,4
8690,uscì,1,4,0,4
41643,octubre,0,0,4,4
41430,έναν,0,0,4,4
2200,associata,1,4,0,4
21348,seconde,0,0,4,4
26407,जिससे,0,0,4,4
49386,volontaires,0,0,4,4
21164,enojado,0,0,4,4
13729,substantially,0,0,4,4
30164,اعتبارًا,0,0,4,4
2134,prossimo,1,4,0,4
41416,ഞാൻ‌,0,0,4,4
8785,esercito,1,4,0,4
31860,ನೀಡಲು,0,0,4,4
13696,akıcı,0,0,4,4
46434,freund,0,0,4,4
13561,கட்டற்ற,0,0,4,4
8714,uv,2,2,2,4
13444,നഷ്ടം,0,0,4,4
13692,получаете,0,0,4,4
903,gestiti,1,4,0,4
2061,faccia,1,4,0,4
8778,faccio,1,4,0,4
13402,பல்வேறு,0,0,4,4
13403,जांच,0,0,4,4
41505,allez,0,0,4,4
30373,ஏனென்றால்,0,0,4,4
41503,இதை,0,0,4,4
13552,وإذا,0,0,4,4
21284,സ്വാഗതം,0,0,4,4
35733,corrigés,0,0,4,4
49296,praten,0,0,4,4
8707,personale,1,4,0,4
13715,повторить,0,0,4,4
832,anderson,2,1,3,4
26565,happy,0,0,4,4
13391,inmiddels,0,0,4,4
875,bell,2,3,1,4
13723,наиболее,0,0,4,4
46351,البرنامج,0,0,4,4
33981,verpest,0,0,4,4
26571,court,0,0,4,4
8788,tenute,1,4,0,4
3577,bambino,1,4,0,4
31914,channel,0,0,4,4
22896,internationale,0,0,4,4
47356,détectés,0,0,4,4
24631,சொற்களை,0,0,4,4
39247,zones,0,0,4,4
24622,humanité,0,0,4,4
11990,quotidienne,0,0,4,4
10479,åka,0,0,4,4
24614,hope,0,0,4,4
11983,aquela,0,0,4,4
24606,கவலையும்,0,0,4,4
10494,अ,0,0,4,4
3573,slate,2,1,3,4
24597,कहता,0,0,4,4
11976,حد,0,0,4,4
32542,മുതൽ,0,0,4,4
32235,zusammen,0,0,4,4
22913,tipos,0,0,4,4
40371,champ,0,0,4,4
48328,senin,0,0,4,4
24574,stable,0,0,4,4
1591,rapido,1,4,0,4
24642,нескольких,0,0,4,4
48362,बनाने,0,0,4,4
13349,flest,0,0,4,4
24702,allowed,0,0,4,4
34410,initiatives,0,0,4,4
24714,رائعًا,0,0,4,4
24711,fact,0,0,4,4
10387,ellas,0,0,4,4
40439,ആവശ്യമാണ്,0,0,4,4
10391,κουμπί,0,0,4,4
1225,esterni,1,4,0,4
24706,പറയുകയും,0,0,4,4
52051,العلمية,0,0,4,4
39208,progrès,0,0,4,4
24644,coming,0,0,4,4
22815,obra,0,0,4,4
12056,других,0,0,4,4
22822,permitir,0,0,4,4
22848,अमेरिका,0,0,4,4
47342,أفهم,0,0,4,4
32550,क्रिएटिव,0,0,4,4
40398,looking,0,0,4,4
12010,ним,0,0,4,4
40397,lyser,0,0,4,4
24554,sabor,0,0,4,4
11947,கிட்டத்தட்ட,0,0,4,4
40361,देखते,0,0,4,4
40301,مستخدم,0,0,4,4
10605,underlättar,0,0,4,4
24453,puissance,0,0,4,4
47421,φοβάμαι,0,0,4,4
39372,geweldige,0,0,4,4
39376,amplamente,0,0,4,4
23013,ouvir,0,0,4,4
52197,värt,0,0,4,4
39378,بعتني,0,0,4,4
40303,imod,0,0,4,4
23024,правильно,0,0,4,4
35475,σαββατοκύριακο,0,0,4,4
48244,killar,0,0,4,4
23026,дочь,0,0,4,4
47439,மட்டுமே,0,0,4,4
40295,അമ്മ,0,0,4,4
1562,servire,1,4,0,4
11847,denke,0,0,4,4
24401,lesquels,0,0,4,4
10653,contexte,0,0,4,4
11840,creado,0,0,4,4
22998,sådan,0,0,4,4
39359,spelar,0,0,4,4
24471,बौद्धिक,0,0,4,4
11889,clasificación,0,0,4,4
11941,настолько,0,0,4,4
48309,diversas,0,0,4,4
34396,каждый,0,0,4,4
24530,vaak,0,0,4,4
10550,दस,0,0,4,4
39309,αριθμός,0,0,4,4
48290,них,0,0,4,4
24512,finalidad,0,0,4,4
11915,brödet,0,0,4,4
48287,correspondant,0,0,4,4
22964,сми,0,0,4,4
24505,bit,0,0,4,4
10574,enig,0,0,4,4
24504,steeds,0,0,4,4
3603,precipitazioni,1,4,0,4
3602,appare,1,4,0,4
24486,அவரது,0,0,4,4
11893,gender,0,0,4,4
22992,சரளமாக,0,0,4,4
22792,afraid,0,0,4,4
12086,الأشياء,0,0,4,4
12088,expertos,0,0,4,4
40596,миллионов,0,0,4,4
10146,passed,0,0,4,4
32605,sålde,0,0,4,4
48547,présente,0,0,4,4
24944,läsare,0,0,4,4
22558,pantano,0,0,4,4
22562,connected,0,0,4,4
39058,അതെ,0,0,4,4
12278,செய்த,0,0,4,4
1673,sorta,1,4,0,4
24931,تمانع,0,0,4,4
24882,पारंपरिक,0,0,4,4
48532,pedidos,0,0,4,4
12272,stället,0,0,4,4
32192,той,0,0,4,4
12269,favorita,0,0,4,4
22596,давай,0,0,4,4
35620,ചെറിയ,0,0,4,4
24907,проблем,0,0,4,4
24900,ಹೇ,0,0,4,4
39079,ordinateurs,0,0,4,4
1681,attivamente,1,4,0,4
3612,alghe,1,4,0,4
10142,publicerar,0,0,4,4
30335,публикации,0,0,4,4
1161,presupposto,1,4,0,4
12346,ಬಳಸುವ,0,0,4,4
25024,وظيفة,0,0,4,4
10086,بذلك,0,0,4,4
3564,cifre,1,4,0,4
12335,översvämmad,0,0,4,4
48582,diriezvous,0,0,4,4
40626,incident,0,0,4,4
51137,പോകണം,0,0,4,4
1163,precisione,1,4,0,4
40622,fungi,0,0,4,4
39025,members,0,0,4,4
48569,welke,0,0,4,4
10120,котором,0,0,4,4
12316,للحصول,0,0,4,4
39031,лет,0,0,4,4
30238,ಬಟನ್,0,0,4,4
10126,graag,0,0,4,4
48564,stomverbaasd,0,0,4,4
1193,attuali,1,4,0,4
12229,tipp,0,0,4,4
10372,μερικά,0,0,4,4
24746,बदल,0,0,4,4
22746,næsten,0,0,4,4
10321,incluyendo,0,0,4,4
32572,sollte,0,0,4,4
1631,conoscere,1,4,0,4
22754,sommige,0,0,4,4
1630,derakhshan,2,2,2,4
10331,tegen,0,0,4,4
10333,энциклопедией,0,0,4,4
40464,ಎಲ್ಲವೂ,0,0,4,4
48430,derechos,0,0,4,4
1660,liberi,1,4,0,4
10348,разными,0,0,4,4
48428,भाग्यशाली,0,0,4,4
10350,licencia,0,0,4,4
1628,commenti,1,4,0,4
1627,difficili,1,4,0,4
40455,dynamic,0,0,4,4
22775,pântano,0,0,4,4
47300,വീട്ടിലേക്ക്,0,0,4,4
40448,mudanças,0,0,4,4
22737,rejse,0,0,4,4
24781,раздела,0,0,4,4
12156,références,0,0,4,4
1646,implicitamente,2,3,1,4
51091,files,0,0,4,4
22639,نعم,0,0,4,4
40537,himlen,0,0,4,4
39103,staat,0,0,4,4
1198,accadono,1,4,0,4
1656,aiuto,1,4,0,4
32584,इतिहास,0,0,4,4
22662,வண்டியில்,0,0,4,4
47238,كبير,0,0,4,4
12192,antar,0,0,4,4
24842,worldwide,0,0,4,4
10263,industrial,0,0,4,4
10276,सुना,0,0,4,4
12174,विचार,0,0,4,4
24807,योगदान,0,0,4,4
39137,जर्मन,0,0,4,4
24798,تسمح,0,0,4,4
22714,minuten,0,0,4,4
10292,статьях,0,0,4,4
23051,दृष्टिकोण,0,0,4,4
40281,самом,0,0,4,4
48223,trabalhe,0,0,4,4
11412,entschuldigen,0,0,4,4
1384,scarsa,1,4,0,4
11091,akşam,0,0,4,4
11095,νομίζω,0,0,4,4
23548,ans,0,0,4,4
47939,fit,0,0,4,4
23913,مجتمع,0,0,4,4
39948,projekt,0,0,4,4
39944,popularity,0,0,4,4
47933,nuevas,0,0,4,4
1391,conflitto,1,4,0,4
52128,single,0,0,4,4
35469,propia,0,0,4,4
47742,existing,0,0,4,4
47923,sofisticado,0,0,4,4
11393,σχέδια,0,0,4,4
11126,रखने,0,0,4,4
11390,அவர்களிடம்,0,0,4,4
39930,ಸಾಕಷ್ಟು,0,0,4,4
47921,septiembre,0,0,4,4
39733,spel,0,0,4,4
47942,unutmayın,0,0,4,4
11083,उचित,0,0,4,4
23536,gonna,0,0,4,4
11430,പകരം,0,0,4,4
40014,plates,0,0,4,4
23462,فأنت,0,0,4,4
23990,recognized,0,0,4,4
11478,όλοι,0,0,4,4
32334,άρχισε,0,0,4,4
39668,يهم,0,0,4,4
34278,متعبًا,0,0,4,4
11466,σχεδόν,0,0,4,4
23970,"
विकिपीडिया",0,0,4,4
1374,soli,1,4,0,4
23965,पृष्ठों,0,0,4,4
23957,closely,0,0,4,4
11059,concern,0,0,4,4
47709,ब्रिटेन,0,0,4,4
11069,haut,0,0,4,4
11439,favorit,0,0,4,4
11074,distinguished,0,0,4,4
11431,digo,0,0,4,4
11079,γίνεται,0,0,4,4
11134,knap,0,0,4,4
1460,stia,1,4,0,4
11508,ಯೋಗ್ಯವಾಗಿಲ್ಲ,0,0,4,4
23743,എന്തായാലും,0,0,4,4
1417,interessanti,1,4,0,4
23666,делает,0,0,4,4
39813,kvar,0,0,4,4
11309,bedre,0,0,4,4
23755,aime,0,0,4,4
11308,notably,0,0,4,4
23672,británica,0,0,4,4
23673,engelsk,0,0,4,4
1436,gas,2,3,1,4
11298,இரவு,0,0,4,4
23587,உள்ளது,0,0,4,4
32381,слишком,0,0,4,4
39828,estabas,0,0,4,4
32382,nacht,0,0,4,4
23728,ceux,0,0,4,4
32394,എന്നു,0,0,4,4
39857,event,0,0,4,4
47823,evet,0,0,4,4
3589,pur,2,3,1,4
3591,giardino,1,4,0,4
39808,प्रभाव,0,0,4,4
23768,غالبًا,0,0,4,4
39806,வார,0,0,4,4
23771,américaine,0,0,4,4
11140,тупой,0,0,4,4
39919,nächste,0,0,4,4
47757,contributed,0,0,4,4
23860,इसमें,0,0,4,4
47908,menor,0,0,4,4
47760,spanish,0,0,4,4
11154,कैसा,0,0,4,4
47902,поддерживает,0,0,4,4
51108,வருந்துகிறேன்,0,0,4,4
11355,gidiyor,0,0,4,4
47886,planos,0,0,4,4
1406,filtraggio,1,4,0,4
11341,τίποτα,0,0,4,4
47777,fantastisch,0,0,4,4
23807,culturels,0,0,4,4
47785,lovely,0,0,4,4
11325,போமிஸ்,0,0,4,4
1410,fica,2,1,3,4
47859,durum,0,0,4,4
24016,άρεσε,0,0,4,4
11513,creó,0,0,4,4
34378,propios,0,0,4,4
11722,vermasselt,0,0,4,4
32482,sak,0,0,4,4
48150,originais,0,0,4,4
1531,ipotetico,1,4,0,4
23150,médio,0,0,4,4
1302,elliot,2,2,2,4
24271,работает,0,0,4,4
40214,plaît,0,0,4,4
23163,plannen,0,0,4,4
48132,всем,0,0,4,4
47531,perdido,0,0,4,4
1323,rimettiti,1,4,0,4
10810,scientifique,0,0,4,4
24224,भिन्न,0,0,4,4
10813,inquiétez,0,0,4,4
23204,économie,0,0,4,4
23226,உதவ,0,0,4,4
1517,rimasto,1,4,0,4
48110,பொதுவான,0,0,4,4
48099,محرر,0,0,4,4
10848,discovering,0,0,4,4
23126,റൊട്ടി,0,0,4,4
48158,തെറ്റുകൾ,0,0,4,4
24288,mesure,0,0,4,4
24289,nombres,0,0,4,4
23072,diferente,0,0,4,4
47468,दिल,0,0,4,4
1288,impara,1,4,0,4
48201,långsamt,0,0,4,4
35465,screwed,0,0,4,4
48198,वेबसाइट,0,0,4,4
24349,arkadaşlarımla,0,0,4,4
11806,près,0,0,4,4
32272,shows,0,0,4,4
52190,fått,0,0,4,4
34371,عزيزي,0,0,4,4
32484,possibles,0,0,4,4
10722,अप्रैल,0,0,4,4
24318,παιδιά,0,0,4,4
48174,laissezmoi,0,0,4,4
11774,predictive,0,0,4,4
23111,sold,0,0,4,4
23112,navn,0,0,4,4
23117,primera,0,0,4,4
24196,സ്വതന്ത്ര,0,0,4,4
40143,isto,0,0,4,4
11003,ತನ್ನ,0,0,4,4
10964,product,0,0,4,4
1346,individuo,2,3,1,4
23362,font,0,0,4,4
40060,människor,0,0,4,4
10940,prijs,0,0,4,4
34346,bons,0,0,4,4
48038,servir,0,0,4,4
23391,avis,0,0,4,4
24088,identified,0,0,4,4
3967,addestrati,1,4,0,4
40043,crítica,0,0,4,4
23271,fundador,0,0,4,4
11543,hoy,0,0,4,4
39626,जारी,0,0,4,4
23407,однажды,0,0,4,4
23412,actual,0,0,4,4
11535,café,0,0,4,4
24047,publié,0,0,4,4
40025,éxito,0,0,4,4
11518,egal,0,0,4,4
24033,försökt,0,0,4,4
24121,कभीकभी,0,0,4,4
48050,அதற்கு,0,0,4,4
1344,madrid,2,1,3,4
47615,إجراؤها,0,0,4,4
23278,leitor,0,0,4,4
3972,ero,1,4,0,4
10872,visiteurs,0,0,4,4
39551,primeiro,0,0,4,4
39553,nonlinear,0,0,4,4
47585,прежде,0,0,4,4
23286,gespräch,0,0,4,4
40120,κλαίει,0,0,4,4
10881,anderer,0,0,4,4
34353,damit,0,0,4,4
40112,significantly,0,0,4,4
48071,employ,0,0,4,4
32452,ಇಂಗ್ಲಿಷ್,0,0,4,4
39570,sociala,0,0,4,4
48066,buluşma,0,0,4,4
1337,creativa,1,4,0,4
47601,потрясающе,0,0,4,4
24135,गई,0,0,4,4
23333,места,0,0,4,4
1160,asia,2,2,2,4
25041,özgür,0,0,4,4
48609,behöver,0,0,4,4
9286,stabilite,1,4,0,4
996,distinzione,1,4,0,4
51950,heures,0,0,4,4
1907,rimuovere,1,4,0,4
49023,الزاوية,0,0,4,4
21715,bilgiler,0,0,4,4
25856,letterlijk,0,0,4,4
41140,studien,0,0,4,4
49012,स्वतंत्र,0,0,4,4
1901,bassa,1,4,0,4
49010,committee,0,0,4,4
1890,merleauponty,2,2,2,4
38482,पुरस्कार,0,0,4,4
25837,argent,0,0,4,4
1895,sembravano,1,4,0,4
9306,equilibrio,1,4,0,4
49003,natürlich,0,0,4,4
12986,بسبب,0,0,4,4
25829,planes,0,0,4,4
25815,источника,0,0,4,4
25808,«википедии»,0,0,4,4
4042,tosh,2,2,2,4
30354,вики,0,0,4,4
9240,probabile,1,4,0,4
1914,mailing,2,2,2,4
9156,stub,2,3,1,4
9158,generalista,1,4,0,4
38438,neem,0,0,4,4
21636,technologie,0,0,4,4
21648,erhalten,0,0,4,4
49050,चरण,0,0,4,4
51942,farklı,0,0,4,4
13053,நாம்,0,0,4,4
25897,ಇದನ್ನು,0,0,4,4
9201,nominata,1,4,0,4
46670,αύριο,0,0,4,4
9211,percettroni,1,4,0,4
25888,pratique,0,0,4,4
988,cell,2,1,3,4
13037,أعلم,0,0,4,4
9227,richiesto,1,4,0,4
49031,подумать,0,0,4,4
32756,hein,0,0,4,4
49029,എന്നോട്,0,0,4,4
9326,breiman,2,2,2,4
34055,espacio,0,0,4,4
21631,εντελώς,0,0,4,4
12880,trabajar,0,0,4,4
38564,regional,0,0,4,4
9422,applicare,1,4,0,4
1025,risposte,1,4,0,4
4037,divenne,1,4,0,4
48941,समर्पित,0,0,4,4
52286,tuvo,0,0,4,4
1031,color,2,1,3,4
25689,één,0,0,4,4
32037,تأخذ,0,0,4,4
32733,முதலில்,0,0,4,4
21762,vrouwen,0,0,4,4
38577,ಅಲ್ಲಿ,0,0,4,4
4036,citizen,2,1,3,4
32040,ديسمبر,0,0,4,4
38588,faites,0,0,4,4
9467,osservare,1,4,0,4
34517,celles,0,0,4,4
12862,imagine,0,0,4,4
9474,gratuite,2,3,1,4
9477,contributore,1,4,0,4
25712,essentiellement,0,0,4,4
48950,исследования,0,0,4,4
1024,gradualmente,1,4,0,4
51964,версия,0,0,4,4
32020,nedan,0,0,4,4
25801,λυπάμαι,0,0,4,4
32021,lentement,0,0,4,4
1883,pubbliche,1,4,0,4
32023,værd,0,0,4,4
12947,polaco,0,0,4,4
12945,enciclopédica,0,0,4,4
41106,hemen,0,0,4,4
38542,amanhã,0,0,4,4
21793,sted,0,0,4,4
9381,energetica,1,4,0,4
9392,potenziali,1,4,0,4
1866,parentesi,1,4,0,4
1022,padre,2,3,1,4
48954,uppslagsverk,0,0,4,4
38558,महत्वपूर्ण,0,0,4,4
41084,traffic,0,0,4,4
41082,side,0,0,4,4
1859,visibili,1,4,0,4
21633,automática,0,0,4,4
21616,vacker,0,0,4,4
1037,intervallo,1,4,0,4
31953,possibly,0,0,4,4
8907,introduce,2,3,1,4
49164,أوه,0,0,4,4
32817,لأنني,0,0,4,4
46536,τελευταία,0,0,4,4
8922,esperanto,2,2,2,4
26120,treffen,0,0,4,4
13270,key,0,0,4,4
8930,affidamento,1,4,0,4
46549,редакторов,0,0,4,4
32810,сообщество,0,0,4,4
49129,nehmen,0,0,4,4
8946,wikiwiki,2,2,2,4
8947,essenziali,1,4,0,4
46557,mayores,0,0,4,4
1997,ruolo,1,4,0,4
52326,κόρη,0,0,4,4
8961,basate,1,4,0,4
21513,vendiste,0,0,4,4
34021,enciclopedias,0,0,4,4
13215,प्रारंभ,0,0,4,4
34585,ಸ್ಥಳದಲ್ಲಿ,0,0,4,4
46520,l’anthropologie,0,0,4,4
31928,अक्टूबर,0,0,4,4
38305,одно,0,0,4,4
26182,considéré,0,0,4,4
34007,ध्वनि,0,0,4,4
8853,apertura,2,3,1,4
49184,permettre,0,0,4,4
41336,dynamique,0,0,4,4
21409,μπορούσες,0,0,4,4
2035,offrire,1,4,0,4
32822,اللغة,0,0,4,4
13317,المقال,0,0,4,4
21429,നല്ലത്,0,0,4,4
21430,التغييرات,0,0,4,4
919,dinamica,1,4,0,4
13307,ಅದ್ಭುತವಾಗಿದೆ,0,0,4,4
49173,நேரங்களில்,0,0,4,4
8882,descritta,1,4,0,4
49171,mu,0,0,4,4
34010,flere,0,0,4,4
13305,версии,0,0,4,4
21445,первой,0,0,4,4
34553,includes,0,0,4,4
41256,snällt,0,0,4,4
21615,degrees,0,0,4,4
41235,oktober,0,0,4,4
38396,രാത്രി,0,0,4,4
13148,الذهب,0,0,4,4
21566,algemeen,0,0,4,4
13144,helpen,0,0,4,4
31987,ಮಾರಿದ್ದೀರಿ,0,0,4,4
21570,drei,0,0,4,4
9083,accessibili,1,4,0,4
21574,diaria,0,0,4,4
9090,sola,2,2,2,4
38415,سانجر,0,0,4,4
46588,glas,0,0,4,4
1956,arti,1,4,0,4
25972,citing,0,0,4,4
41230,होना,0,0,4,4
25970,проект,0,0,4,4
25961,botão,0,0,4,4
1950,funzionare,1,4,0,4
31992,άμαξα,0,0,4,4
30202,samarbete,0,0,4,4
21610,январе,0,0,4,4
26005,grec,0,0,4,4
9069,porterò,1,4,0,4
46611,goda,0,0,4,4
46610,cruzados,0,0,4,4
49124,ಮಾಡಬಹುದು,0,0,4,4
9014,campioni,1,4,0,4
26049,योगदानकर्ताओं,0,0,4,4
46592,kullanıcılar,0,0,4,4
13180,constituye,0,0,4,4
31980,kullanılır,0,0,4,4
34029,olabilir,0,0,4,4
1972,cento,2,3,1,4
41247,முறையில்,0,0,4,4
957,pone,1,4,0,4
38371,falsas,0,0,4,4
9045,successivi,1,4,0,4
1967,simboli,1,4,0,4
9050,yahoo,2,2,2,4
38375,fluide,0,0,4,4
30198,logical,0,0,4,4
960,potevo,1,4,0,4
38385,higher,0,0,4,4
49104,reglas,0,0,4,4
21891,speech,0,0,4,4
25654,disagreement,0,0,4,4
1701,pianeti,1,4,0,4
1106,miglioramenti,1,4,0,4
9845,بالمائة,0,0,4,4
40809,gibisin,0,0,4,4
25310,всё,0,0,4,4
9850,gute,0,0,4,4
9852,båda,0,0,4,4
47004,ರಾಕ್,0,0,4,4
48729,imagem,0,0,4,4
1103,maurice,2,2,2,4
25295,haber,0,0,4,4
9873,വഴി,0,0,4,4
9915,filosofía,0,0,4,4
25279,vapor,0,0,4,4
9882,estimation,0,0,4,4
34124,hålla,0,0,4,4
34468,ό,0,0,4,4
25256,уловка,0,0,4,4
1114,jan,2,1,3,4
25251,просмотра,0,0,4,4
9899,skribenter,0,0,4,4
38861,തോന്നുന്നു,0,0,4,4
1101,fondatori,1,4,0,4
9841,wikipédias,0,0,4,4
12550,ονομάζεται,0,0,4,4
32668,rocks,0,0,4,4
9776,tyska,0,0,4,4
9782,கூடுதல்,0,0,4,4
12610,zeg,0,0,4,4
9784,chorando,0,0,4,4
34481,بشأن,0,0,4,4
12603,botón,0,0,4,4
12602,enlightenment,0,0,4,4
12600,allmänhet,0,0,4,4
25368,dumps,0,0,4,4
40849,propos,0,0,4,4
32682,போகிறீர்கள்,0,0,4,4
40841,ൽ,0,0,4,4
1089,belle,2,1,3,4
46968,текст,0,0,4,4
9823,redigering,0,0,4,4
22219,doe,0,0,4,4
12571,உணவு,0,0,4,4
22226,activos,0,0,4,4
22232,temel,0,0,4,4
25229,vriend,0,0,4,4
48687,delen,0,0,4,4
12620,numerous,0,0,4,4
40680,самым,0,0,4,4
38943,среди,0,0,4,4
52241,criterios,0,0,4,4
9999,modificaciones,0,0,4,4
47090,weten,0,0,4,4
22421,resolução,0,0,4,4
48639,licensed,0,0,4,4
22424,فيه,0,0,4,4
30340,médias,0,0,4,4
38956,problemática,0,0,4,4
1705,gustosi,1,4,0,4
38878,वितरित,0,0,4,4
47103,frågor,0,0,4,4
25095,organizações,0,0,4,4
47106,பிடிக்கவில்லை,0,0,4,4
1150,dale,2,1,3,4
25082,solución,0,0,4,4
10038,neutralitet,0,0,4,4
47121,όσο,0,0,4,4
38977,रखते,0,0,4,4
38981,formes,0,0,4,4
40703,continued,0,0,4,4
9986,значения,0,0,4,4
9985,eux,0,0,4,4
1135,anch,1,4,0,4
1120,vada,1,4,0,4
47039,neredeyse,0,0,4,4
4018,sviluppata,1,4,0,4
1727,bloomberg,2,2,2,4
25196,élevé,0,0,4,4
47044,french,0,0,4,4
32638,toch,0,0,4,4
25185,حياتك,0,0,4,4
1722,riflesso,1,4,0,4
1720,herring,2,3,1,4
40745,greater,0,0,4,4
38905,gott,0,0,4,4
48667,προτάσεις,0,0,4,4
12463,الإنجليزية،,0,0,4,4
35689,focused,0,0,4,4
1133,mark,2,1,3,4
